timestamp, temperature_gpu, power_draw_w, power_limit_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, clocks_throttle_reasons_active, clocks_current_sm_mhz, clocks_applications_graphics_mhz, clocks_current_memory_mhz, clocks_max_memory_mhz, pstate
1557442816417945686, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816419862229, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816421779744, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816423696506, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816425615011, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816433728589, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816435694088, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816437615215, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816439534538, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816441451364, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816443371930, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816445289230, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816447421826, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816453982754, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816455896543, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816457814173, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816459732150, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816461650336, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816463560460, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816465465379, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816474163943, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816476086775, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816478002170, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816479918299, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816481833160, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816483749352, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816485671062, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816493829213, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816495750385, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816497669250, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816499588883, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816501593990, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816503507360, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816505422690, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816507605046, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816514232754, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816516149715, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816518138498, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816520051397, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816521969231, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816523886651, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816525801157, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816533950289, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816535870505, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816537788155, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816539700922, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816541620790, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816543540726, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816545458977, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816547544262, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816554206435, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816556122143, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816558048786, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816559966014, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816561858328, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816563772796, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816565728022, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816574677932, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816576600272, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816578522161, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816580441075, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816582360427, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816584348588, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816586266514, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816594165053, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816596080387, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816598001182, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816599918224, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816601927965, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816603850495, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816605769460, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816607957755, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816614570360, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816616484956, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816618488593, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816620408066, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816622330131, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816624249595, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816626176305, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816636941305, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816648775007, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816694416290, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816702463353, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816704777158, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816709958768, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816717832845, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816721121289, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816724590377, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816729464725, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816739341944, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816746677038, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816758644470, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816776843378, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816799304865, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816829387506, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816881196823, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816935246104, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816950957195, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816956671678, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816960680033, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816963950102, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816967130452, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816975917387, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816978303877, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816980510700, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816982703532, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816985027554, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816987147042, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816995577222, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816997730587, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442816999704062, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817001734004, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817003679375, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817005624009, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817007572494, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817015561227, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817017542446, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817019455533, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817021370866, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817023288768, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817025187600, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817027107990, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817029327266, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817035826234, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817037747063, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817039661813, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817041577134, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817043496691, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817045410826, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817047325355, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817055730192, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817057644386, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817059560935, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817061479461, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817063401106, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817065321351, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817067236802, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817069333477, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817076077735, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817078172824, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817080259682, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817082176893, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817084157035, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817086072451, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817087964615, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817095946813, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817098125994, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817100044432, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817102043474, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817103958569, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817105877796, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817107791150, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817115937839, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817117921900, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817119832619, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817121751317, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817123662845, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817125576733, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817127471255, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817129519136, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817136093680, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817138148235, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817140063559, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817141979199, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817143892626, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817145809122, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817147726566, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817156043410, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817157957302, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817159870793, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817161791912, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817163707594, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817165624907, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817167614396, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817175989566, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817177906979, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817179847603, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817181770457, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817183688913, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817185690842, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817187602800, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817189725225, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817196403859, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817198581363, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817200472371, 57, 42, 250, 4, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817202387448, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817204304328, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817206218423, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817208121488, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817216095589, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817218054640, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817219966871, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817221881112, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817223801263, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817225713624, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817227606134, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817229690444, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817236299476, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817238226911, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817240141978, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817242061975, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817243978836, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817245868952, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817247788071, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817256239559, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817258153340, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817260071130, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817261983541, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817263901205, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817265800931, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817267783790, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817276485897, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817278398121, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817280315219, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817282230290, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817284226694, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817286140461, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817288053210, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817296460440, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817298640160, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817300557252, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817302476695, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817304391129, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817306304397, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817308217035, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817316567335, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817318568700, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817320483961, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817322406394, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817324322896, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817326237693, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817328130883, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817336630579, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817338547348, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817340457940, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817342369159, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817344257988, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817346145576, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817348021333, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817350039211, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817356701572, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817358579827, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817360451451, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817362352247, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817364262737, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817366174817, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817368235153, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817376619885, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817378510422, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817380413088, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817382328571, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817384307937, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817386222087, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817388134605, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817390324161, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817396959327, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817399140287, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817401126943, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817403050206, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817404961814, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817406877745, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817408796862, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817416787746, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817418793424, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817420708496, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817422624655, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817424518590, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817426417336, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817428306683, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817430327077, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
1557442817437036016, 57, 42, 250, 0, 2, 2054, 10563, 0, 1200, 1200, 850, 850, 2
